keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_business_name,seller_country,seller_address,scraped_at,last_updated
hair dryer,Fast DryingHairCare Dsn HD15HairDryerHome Appliance Negative IonsDryer,https://himtop.en.made-in-china.com/product/pdjAniDyaHfx/China-Fast-Drying-Hair-Care-Dsn-HD15-Hair-Dryer-Home-Appliance-Negative-Ions-Dryer.html,pdjAniDyaHfx,pdjAniDyaHfx,55.0,USD,1,,"Fast DryingHairCare Dsn HD15HairDryerHome Appliance Negative IonsDryerUS$ 55-65/ Piece1 Piece(MOQ)Shenzhen Himtop Technology Co., Ltd.Shenzhen Himtop Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, ChinaView larger video & image5(4.5)""Immediate Response""Immediate Response","Shenzhen Himtop Technology Co., Ltd.",https://himtop.en.made-in-china.com,4.5,4.0,,,,2025-08-12T13:47:50.430974,
hair dryer,"Curling Iron for Effortless Long-Lasting Curls 5-in-1 Curling IronHairDryerSet 110, 000 Rpm Silent Brushless Motor",https://baiyisen.en.made-in-china.com/product/NGAUsdnxIErz/China-Curling-Iron-for-Effortless-Long-Lasting-Curls-5-in-1-Curling-Iron-Hair-Dryer-Set-110-000-Rpm-Silent-Brushless-Motor.html,NGAUsdnxIErz,NGAUsdnxIErz,30.0,USD,1000,,"Curling Iron for Effortless Long-Lasting Curls 5-in-1 Curling IronHairDryerSet 110, 000 Rpm Silent Brushless MotorUS$ 30-39/ Piece1000 Pieces(MOQ)Shenzhen Baiyisen Health Technology Co., Ltd.Shenzhen Baiyisen Health Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, ChinaView larger video & image","Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,2025-08-12T13:47:51.740978,
hair dryer,Lightweight Build 1600W Motor Cool Shot Function Negative Ion TechnologyHairDryer,https://cy-electronic.en.made-in-china.com/product/BmdRbXzcLFph/China-Lightweight-Build-1600W-Motor-Cool-Shot-Function-Negative-Ion-Technology-Hair-Dryer.html,BmdRbXzcLFph,BmdRbXzcLFph,36.0,USD,1,,"Lightweight Build 1600W Motor Cool Shot Function Negative Ion TechnologyHairDryerUS$ 36-42/ Piece1 Piece(MOQ)Chaozhou Chengying Technology Co., LtdChaozhou Chengying Technology Co., LtdDiamond MemberAudited SupplierSecured TradingGuangdong, ChinaEnjoy trading protection from Made-in-China.comView larger video & image5(4.6)""Fast Dispatch""Fast Dispatch","Chaozhou Chengying Technology Co., Ltd",https://cy-electronic.en.made-in-china.com,4.6,4.0,,,,2025-08-12T13:47:54.188018,
hair dryer,Wholesale Adjustable Hot Cold Air Profession Hairdryer 2000W High Power Salon Negative Ionic Far Infrared TherapyHairDryer,https://huipuhairdryer.en.made-in-china.com/product/uakrzMOKAHWb/China-Wholesale-Adjustable-Hot-Cold-Air-Profession-Hairdryer-2000W-High-Power-Salon-Negative-Ionic-Far-Infrared-Therapy-Hair-Dryer.html,uakrzMOKAHWb,uakrzMOKAHWb,19.0,USD,1,,"Wholesale Adjustable Hot Cold Air Profession Hairdryer 2000W High Power Salon Negative Ionic Far Infrared TherapyHairDryerUS$ 19-20/ pieces1 pieces(MOQ)Wenzhou Huipu Electrical Appliance Co., Ltd.Wenzhou Huipu Electrical Appliance Co., Ltd.Diamond MemberAudited SupplierSecured TradingZhejiang, ChinaEnjoy trading protection from Made-in-China.comView larger video & image5(5.0)""Fast Dispatch""Fast Dispatch","Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:47:55.233577,
hair dryer,Custom OEM/ODM Cross-BorderHairDryerwith Brushless Motor - High-SpeedHairProtection Professional BlowDryer,https://muselect.en.made-in-china.com/product/LpARYUBosTWK/China-Custom-OEM-ODM-Cross-Border-Hair-Dryer-with-Brushless-Motor-High-Speed-Hair-Protection-Professional-Blow-Dryer.html,LpARYUBosTWK,LpARYUBosTWK,28.75,USD,1000,,"Custom OEM/ODM Cross-BorderHairDryerwith Brushless Motor - High-SpeedHairProtection Professional BlowDryerUS$ 28.75/ Piece1000 Pieces(MOQ)Market Union Co. Ltd.Market Union Co. Ltd.Diamond MemberAudited SupplierZhejiang, ChinaTrading CompanyView larger video & image",Market Union Co. Ltd.,https://muselect.en.made-in-china.com,,,,,,2025-08-12T13:47:57.406468,
hair dryer,High Quality Household High Speed Constant Temperature AnionHairDryer,https://shanghaijinglang.en.made-in-china.com/product/otyUFxVuhDWp/China-High-Quality-Household-High-Speed-Constant-Temperature-Anion-Hair-Dryer.html,otyUFxVuhDWp,otyUFxVuhDWp,20.0,USD,800,,"High Quality Household High Speed Constant Temperature AnionHairDryerUS$ 20-30/ Piece800 Pieces(MOQ)Jinglang Electric Appliances (Shanghai) Co., Ltd.Jinglang Electric Appliances (Shanghai) Co., Ltd.Diamond MemberAudited SupplierSecured TradingShanghai, ChinaEnjoy trading protection from Made-in-China.comView larger video & image5(5.0)""On-time Delivery""On-time Delivery","Jinglang Electric Appliances (Shanghai) Co., Ltd.",https://shanghaijinglang.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:47:58.261052,
hair dryer,New-Style Fashionable 2023 Updated Diffuser 1800W Women Curly IonicHairDryer,https://goodseller-household.en.made-in-china.com/product/KEDpyGSLVxRA/China-New-Style-Fashionable-2023-Updated-Diffuser-1800W-Women-Curly-Ionic-Hair-Dryer.html,KEDpyGSLVxRA,KEDpyGSLVxRA,10.0,USD,95,,"New-Style Fashionable 2023 Updated Diffuser 1800W Women Curly IonicHairDryerUS$ 10-10.5/ Piece95 Pieces(MOQ)Good Seller Co., LtdGood Seller Co., LtdDiamond MemberAudited SupplierZhejiang, ChinaTrading CompanyView larger video & image5(5.0)""On-time Delivery""On-time Delivery","Good Seller Co., Ltd",https://goodseller-household.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:48:00.114959,
hair dryer,OEM Customized 1200W Professional Electric Ionic BlowHairDryer,https://bidisco.en.made-in-china.com/product/gwHfLGSyEshu/China-OEM-Customized-1200W-Professional-Electric-Ionic-Blow-Hair-Dryer.html,gwHfLGSyEshu,gwHfLGSyEshu,12.36,USD,300,,"OEM Customized 1200W Professional Electric Ionic BlowHairDryerUS$ 12.36-12.7/ Piece300 Pieces(MOQ)Dongguan Bidisco Electric CO., LTDDongguan Bidisco Electric CO., LTDDiamond MemberAudited SupplierSecured TradingGuangdong, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image5(5.0)""Fast Delivery""Fast Delivery","Dongguan Bidisco Electric CO., LTD",https://bidisco.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:48:00.998239,
hair dryer,2025 Factory New Model Straightener Curler Hot Air Brush BlowDryerand 1300W High SpeedHairDryerBrush,https://baiyisen.en.made-in-china.com/product/QTEruWCyTnYR/China-2025-Factory-New-Model-Straightener-Curler-Hot-Air-Brush-Blow-Dryer-and-1300W-High-Speed-Hair-Dryer-Brush.html,QTEruWCyTnYR,QTEruWCyTnYR,30.0,USD,1000,,"2025 Factory New Model Straightener Curler Hot Air Brush BlowDryerand 1300W High SpeedHairDryerBrushUS$ 30-39/ Piece1000 Pieces(MOQ)Shenzhen Baiyisen Health Technology Co., Ltd.Shenzhen Baiyisen Health Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, ChinaView larger video & image","Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,2025-08-12T13:48:02.162402,
hair dryer,Home Blue Negative IonHairSalon High PowerHairDryer,https://mktslkt-a.en.made-in-china.com/product/WtqpkscOwNVS/China-Home-Blue-Negative-Ion-Hair-Salon-High-Power-Hair-Dryer.html,WtqpkscOwNVS,WtqpkscOwNVS,4.0,USD,1000,,"Home Blue Negative IonHairSalon High PowerHairDryerUS$ 4-4.6/ Piece1000 Pieces(MOQ)Market Union Co., Ltd.Market Union Co., Ltd.Diamond MemberAudited SupplierZhejiang, ChinaTrading CompanyView larger video & image5(5.0)""On-time Delivery""On-time Delivery","Market Union Co., Ltd.",https://mktslkt-a.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:48:03.863169,
hair dryer,High-Speed SalonHairDryerwith Lonic Feature and Concentrator Nozzle,https://rongheglobal.en.made-in-china.com/product/BaQpYorxRGUZ/China-High-Speed-Salon-Hair-Dryer-with-Lonic-Feature-and-Concentrator-Nozzle.html,BaQpYorxRGUZ,BaQpYorxRGUZ,12.0,USD,1000,,"High-Speed SalonHairDryerwith Lonic Feature and Concentrator NozzleUS$ 12/ pieces1000 pieces(MOQ)Zhejiang Ronghe Industrial Co., Ltd.Zhejiang Ronghe Industrial Co., Ltd.Gold MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading CompanyISO9001:2015View larger video & image","Zhejiang Ronghe Industrial Co., Ltd.",https://rongheglobal.en.made-in-china.com,,,,,,2025-08-12T13:48:05.532865,
hair dryer,Electrical Appliance HouseholdHairDryerWall-MountedHairDryer,https://wzhuipu.en.made-in-china.com/product/nsgxALUPvzVF/China-Electrical-Appliance-Household-Hair-Dryer-Wall-Mounted-Hair-Dryer.html,nsgxALUPvzVF,nsgxALUPvzVF,10.0,USD,1000,,"Electrical Appliance HouseholdHairDryerWall-MountedHairDryerUS$ 10/ Piece1000 Pieces(MOQ)Wenzhou Huipu Electrical Appliance Co., Ltd.Wenzhou Huipu Electrical Appliance Co., Ltd.Gold MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading CompanyView larger video & image","Wenzhou Huipu Electrical Appliance Co., Ltd.",https://wzhuipu.en.made-in-china.com,,,,,,2025-08-12T13:48:07.542470,
hair dryer,Customizable Ionic Light 3-Shift ProfessionalHairDryerHot,https://3c5d389ced10cf96.en.made-in-china.com/product/ITlYKtLAFfhn/China-Customizable-Ionic-Light-3-Shift-Professional-Hair-Dryer-Hot.html,ITlYKtLAFfhn,ITlYKtLAFfhn,5.89,USD,200,,"Customizable Ionic Light 3-Shift ProfessionalHairDryerHotUS$ 5.89-7.26/ Piece200 Pieces(MOQ)Guangzhou Xinyang Electric Appliance Co., Ltd.Guangzhou Xinyang Electric Appliance Co., Ltd.Gold MemberAudited SupplierSecured TradingGuangdong, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image5(5.0)""Fast Delivery""Fast Delivery","Guangzhou Xinyang Electric Appliance Co., Ltd.",https://3c5d389ced10cf96.en.made-in-china.com,5.0,5.0,,,,2025-08-12T13:48:10.058696,
hair dryer,ABS Plastic Professional 1600WHairDryerfor Hotel,https://alumihk.en.made-in-china.com/product/qXHnNdCuEfYi/China-ABS-Plastic-Professional-1600W-Hair-Dryer-for-Hotel.html,qXHnNdCuEfYi,qXHnNdCuEfYi,10.0,USD,200,,"ABS Plastic Professional 1600WHairDryerfor HotelUS$ 10-15/ Piece200 Pieces(MOQ)Alumi Industrial Co., Ltd.Alumi Industrial Co., Ltd.Gold MemberGuangdong, ChinaView larger video & image","Alumi Industrial Co., Ltd.",https://alumihk.en.made-in-china.com,,,,,,2025-08-12T13:48:11.939475,
hair dryer,22 Inch U TipHairExtensions Ombre U TipHairExtension HumanHairU TipHairExtension Brown U Tip HumanHairExtensions for Women,https://rebeccahairfactory.en.made-in-china.com/product/exLYgfyCsPpR/China-22-Inch-U-Tip-Hair-Extensions-Ombre-U-Tip-Hair-Extension-Human-Hair-U-Tip-Hair-Extension-Brown-U-Tip-Human-Hair-Extensions-for-Women.html,exLYgfyCsPpR,exLYgfyCsPpR,86.5,USD,1,,"22 Inch U TipHairExtensions Ombre U TipHairExtension HumanHairU TipHairExtension Brown U Tip HumanHairExtensions for WomenUS$ 86.5-102.1/ Piece1 Piece(MOQ)Henan Rebecca Hair Products Co.,LtdHenan Rebecca Hair Products Co.,LtdDiamond MemberAudited SupplierSecured TradingHenan, ChinaManufacturer/Factory & Trading CompanyISO45001:2018Enjoy trading protection from Made-in-China.comView larger video & image5(4.9)""Fast Dispatch""Fast Dispatch","Henan Rebecca Hair Products Co.,Ltd",https://rebeccahairfactory.en.made-in-china.com,4.9,4.0,,,,2025-08-12T13:48:17.649923,
hair dryer,Multiple Colors Silky Straight HumanHairTape inHairExtensions 18-22 InchHairExtensions Tape in Remy RealHair50 Gram Tape in Extensions,https://rebeccahairfactory.en.made-in-china.com/product/ldFfTEpGTPAx/China-Multiple-Colors-Silky-Straight-Human-Hair-Tape-in-Hair-Extensions-18-22-Inch-Hair-Extensions-Tape-in-Remy-Real-Hair-50-Gram-Tape-in-Extensions.html,ldFfTEpGTPAx,ldFfTEpGTPAx,37.0,USD,1,,"Multiple Colors Silky Straight HumanHairTape inHairExtensions 18-22 InchHairExtensions Tape in Remy RealHair50 Gram Tape in ExtensionsUS$ 37-54.5/ Piece1 Piece(MOQ)Henan Rebecca Hair Products Co.,LtdHenan Rebecca Hair Products Co.,LtdDiamond MemberAudited SupplierSecured TradingHenan, ChinaManufacturer/Factory & Trading CompanyISO45001:2018Enjoy trading protection from Made-in-China.comView larger video & image5(4.9)""Fast Delivery""Fast Delivery","Henan Rebecca Hair Products Co.,Ltd",https://rebeccahairfactory.en.made-in-china.com,4.9,4.0,,,,2025-08-12T13:48:18.676729,
