2025-08-13 20:38:19 | INFO | Database initialized successfully
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-13 20:51:31 | INFO | Saved JSON file: data\search_hair dryer_20250813_205131.json
2025-08-13 20:51:31 | INFO | Saved CSV file: data\search_hair dryer_20250813_205131.csv
2025-08-13 20:51:31 | INFO | Saved search results for keyword: hair dryer
2025-08-14 12:16:33 | INFO | Database initialized successfully
2025-08-14 12:16:33 | INFO | Starting search for keyword: phone
2025-08-14 12:16:33 | INFO | Searching for keyword: phone
2025-08-14 12:16:35 | INFO | Found 30 products with selector: .products-item
2025-08-14 12:19:16 | INFO | Page 1: Found 30 listings
2025-08-14 12:19:18 | INFO | Found 30 listings for 'phone'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | ERROR | Error saving product listing to database: 'ProductListing' object has no attribute 'units_available'
2025-08-14 12:19:18 | INFO | Saved JSON file: data\search_phone_20250814_121918.json
2025-08-14 12:19:18 | INFO | Saved CSV file: data\search_phone_20250814_121918.csv
2025-08-14 12:19:18 | INFO | Saved search results for keyword: phone
2025-08-14 12:21:41 | INFO | Database initialized successfully
2025-08-14 12:21:45 | INFO | Database initialized successfully
2025-08-14 12:21:45 | ERROR | Error exporting data: no such column: p.seller_id
2025-08-14 12:24:21 | INFO | Database initialized successfully
2025-08-14 12:24:21 | INFO | Getting details for: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 12:24:22 | ERROR | Error getting product details: 'ProductListing' object has no attribute 'brand'
2025-08-14 13:01:08 | INFO | Database initialized successfully
2025-08-14 13:01:08 | INFO | Starting search for keyword: wontry
2025-08-14 13:01:08 | INFO | Searching for keyword: wontry
2025-08-14 13:01:10 | INFO | Found 2 products with selector: .item
2025-08-14 13:01:11 | WARNING | Error getting product details from javascript:void(0);: No connection adapters were found for 'javascript:void(0);'
2025-08-14 13:01:12 | WARNING | Error getting product details from javascript:void(0);: No connection adapters were found for 'javascript:void(0);'
2025-08-14 13:01:12 | INFO | Page 1: Found 2 listings
2025-08-14 13:01:14 | INFO | Found 2 listings for 'wontry'
2025-08-14 13:01:14 | INFO | Saved JSON file: data\search_wontry_20250814_130114.json
2025-08-14 13:01:14 | INFO | Saved CSV file: data\search_wontry_20250814_130114.csv
2025-08-14 13:01:14 | INFO | Saved search results for keyword: wontry
2025-08-14 13:06:38 | INFO | Selenium WebDriver initialized successfully
2025-08-14 13:06:38 | INFO | Database initialized successfully
2025-08-14 13:06:38 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:06:38 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:13:00 | INFO | Database initialized successfully
2025-08-14 13:13:00 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:13:00 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:13:02 | INFO | Saved company profile: Wenzhou Won-Try Electric Appliance Co., Ltd.
2025-08-14 13:13:16 | INFO | Selenium WebDriver initialized successfully
2025-08-14 13:13:16 | INFO | Database initialized successfully
2025-08-14 13:13:16 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:13:16 | INFO | Getting company profile from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:43:02 | INFO | Database initialized successfully
2025-08-14 13:43:02 | INFO | Analyzing certificates from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:43:02 | INFO | Extracting certificate PDFs from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:43:04 | INFO | Downloading and analyzing certificate: Unknown Certificate
2025-08-14 13:43:05 | INFO | Downloading and analyzing certificate: CE certificate
2025-08-14 13:43:51 | INFO | Selenium WebDriver initialized successfully
2025-08-14 13:43:51 | INFO | Database initialized successfully
2025-08-14 13:43:51 | INFO | Analyzing certificates from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:43:51 | INFO | Extracting certificate PDFs from: https://wontry.en.made-in-china.com/company-Wenzhou-Won-Try-Electric-Appliance-Co-Ltd-.html
2025-08-14 13:44:56 | INFO | Downloading and analyzing certificate: Unknown Certificate
2025-08-14 13:44:58 | INFO | Downloading and analyzing certificate: Unknown Certificate
